PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36228273","[Continuity of care between care levels: experiences of users in a municipal health network]","Guerra S, Martelli PJL, Dubeux LS, Marques PHBO, Samico IC.","Cad Saude Publica. 2022 Oct 10;38(9):e00047122. doi: 10.1590/0102-311XPT047122. eCollection 2022.","Guerra S","Cad Saude Publica","2022","2022/10/13","","","10.1590/0102-311XPT047122"
"42224439","The Use of Tomographs in Brazil's National Health System: Case Study on the Efficiency of the Public Network in Rio Grande do Norte","Barreto TO, de Oliveira Júnior EB, Dos Santos Felipe IJ, de Lima Paiva JC, Rodrigues Veras NV, de Macedo Silva L, Macedo da Costa JM, Santos de Aragão É, Góis Farias de Moura Santos Lima T, da Costa Barros C, Silveira E Silva R, Rocha de Andrade F, Holanda Cardoso P, Santos Pinheiro A, Medeiros Machado G, Miranda Veloso CM, Simões Camara Leão L, Dantas Coutinho K, de Medeiros Valentim RA.","Online J Public Health Inform. 2026 Jun 1;18:e83494. doi: 10.2196/83494.","Barreto TO","Online J Public Health Inform","2026","2026/06/01","PMC13225223","","10.2196/83494"
"35531572","Evaluation of the Pulp Oxygen Saturation Reading after Tooth Bleaching: A Randomized Clinical Trial","Neves Henriques DH, Alves AMH, Pottmaier LF, Garcia LDFR, Bortoluzzi EA, Teixeira CS.","Int J Dent. 2022 Apr 28;2022:1598145. doi: 10.1155/2022/1598145. eCollection 2022.","Neves Henriques DH","Int J Dent","2022","2022/05/09","PMC9072050","","10.1155/2022/1598145"
"41001318","The Impact of a Specialized Team in the Management of Patients With Incisional Hernias: Experience From a Secondary Public Hospital","Sigoli Pereira TH, Volpe G, Borges M, Dos Santos JS.","Cureus. 2025 Aug 25;17(8):e90966. doi: 10.7759/cureus.90966. eCollection 2025 Aug.","Sigoli Pereira TH","Cureus","2025","2025/09/26","PMC12459867","","10.7759/cureus.90966"
"40054333","Enhancing access to neutering services for dogs and cats in a Brazilian city with a large animal population","Paiva MT, Maia LDMS, do Carmo Magalhães F, Morais MHF, Nicolino RR, de Magalhães Soares DF, de Oliveira CSF.","Prev Vet Med. 2025 Jun;239:106491. doi: 10.1016/j.prevetmed.2025.106491. Epub 2025 Feb 25.","Paiva MT","Prev Vet Med","2025","2025/03/07","","","10.1016/j.prevetmed.2025.106491"
"34577918","Bariatric Surgery: Late Outcomes in Patients Who Reduced Comorbidities at Early Follow-Up","Almeida RR, Aidar FJ, Souza MFC, Oliveira VB, Oliveira JLM, Baumworcel L, Pereira LMC, Oliveira LMSM, Costa JO, Rocha RMS, Barreto-Filho JAS, Neves EB, Díaz-de-Durana AL, Silva JRS, Almeida-Santos MA, Sousa ACS.","Medicina (Kaunas). 2021 Sep 21;57(9):995. doi: 10.3390/medicina57090995.","Almeida RR","Medicina (Kaunas)","2021","2021/09/28","PMC8472676","","10.3390/medicina57090995"
"35649034","Outpatient regulation in Primary Care in the municipality of Rio de Janeiro, Brazil, based on the local regulatory doctors","Silva Junior CL, Guabiraba KPL, Gomes GG, Andrade CLT, Melo EA.","Cien Saude Colet. 2022 Jun;27(6):2481-2493. doi: 10.1590/1413-81232022276.15702021. Epub 2021 Nov 5.","Silva Junior CL","Cien Saude Colet","2022","2022/06/01","","","10.1590/1413-81232022276.15702021"
"38961470","App-based telerehabilitation program for older adults on waiting list for physiotherapy after hospital discharge: a feasibility pragmatic randomized trial","Borges PRT, Sampaio RF, Dias JF, Mancini MC, Ocarino JM, Resende RA.","Pilot Feasibility Stud. 2024 Jul 3;10(1):98. doi: 10.1186/s40814-024-01521-4.","Borges PRT","Pilot Feasibility Stud","2024","2024/07/03","PMC11221181","","10.1186/s40814-024-01521-4"
"37971106","Violence in the daily work of healthcare professionals in an emergency care unit","Campos ICM, Souza MS, Alves M.","Rev Gaucha Enferm. 2023 Nov 13;44:e20230001. doi: 10.1590/1983-1447.2023.20230001.en. eCollection 2023.","Campos ICM","Rev Gaucha Enferm","2023","2023/11/16","","","10.1590/1983-1447.2023.20230001.en"
"33728731","Kidney transplantation in the time of COVID-19: Dilemmas, experiences, and perspectives","Cristelli MP, Viana LA, Fernandes RA, Nakamura MR, Foresto RD, Stopa Martins SB, Alvarazi JFL, Leite VC, de Oliveira FR, Carneiro VA, Santos DWCL, Aguiar WF, Vaz MLDS, Tedesco-Silva H, Medina-Pestana J.","Transpl Infect Dis. 2021 Aug;23(4):e13600. doi: 10.1111/tid.13600. Epub 2021 Mar 31.","Cristelli MP","Transpl Infect Dis","2021","2021/03/17","PMC8250226","","10.1111/tid.13600"
"36112724","One-year impact of COVID-19 pandemic on renal replacement therapy and kidney transplantation in a tertiary center in Southern Brazil","Teichmann PV, Moschetta MO, Franco RF, Vicari AR, Nunes GLS, Lazzaretti MAKN, Gomes MG, Dorigoni SM, Dall'Agnol PR, Klafke A, Thomé FS, Spuldaro F, Agra H, Almeida R, Lara DM, Bauer AC, Karhol C, Manfro RC.","J Bras Nefrol. 2023 Apr-Jun;45(2):210-217. doi: 10.1590/2175-8239-JBN-2022-0034en.","Teichmann PV","J Bras Nefrol","2023","2022/09/16","PMC10627139","","10.1590/2175-8239-JBN-2022-0034en"
"40699048","Use of propensity score matching to reduce bias in economic evaluations in the context of Brazilian liver transplantation","Anazawa LS, Santana GO, Cunha RFRAD, Correia LR.","Einstein (Sao Paulo). 2025 Jul 18;23:eAO1329. doi: 10.31744/einstein_journal/2025AO1329. eCollection 2025.","Anazawa LS","Einstein (Sao Paulo)","2025","2025/07/23","PMC12266840","","10.31744/einstein_journal/2025AO1329"
"35617329","The ESCAPE trial for older people with chronic low back pain: Protocol of a randomized controlled trial","Silva HJ, Fonseca LS, Mascarenhas RO, Miranda JP, Almeida PA, Souza MB, Pereira LSM, Oliveira MX, Oliveira VC.","PLoS One. 2022 May 26;17(5):e0266613. doi: 10.1371/journal.pone.0266613. eCollection 2022.","Silva HJ","PLoS One","2022","2022/05/26","PMC9135264","","10.1371/journal.pone.0266613"
"41996668","Patients with chronic kidney disease stage 3b: do general practitioners and nephrologists follow KDIGO guidelines?","Macedo JG, Almeida AM, Sanders-Pinheiro H, Fabreti-Oliveira RA.","J Bras Nefrol. 2026 Jul-Sep;48(3):e20250229. doi: 10.1590/2175-8239-JBN-2025-0229en.","Macedo JG","J Bras Nefrol","2026","2026/04/17","PMC13101827","","10.1590/2175-8239-JBN-2025-0229en"
"40841227","Efficacy of the Organ and Tissue Donation Process in the State of São Paulo: A Cross-Sectional Study","Silva BSFD, Galhadi NM, Marques MD, Bonfim KO, Athayde MVO, Pedrosa RBDS.","Transplant Proc. 2025 Sep;57(7):1265-1270. doi: 10.1016/j.transproceed.2025.08.003. Epub 2025 Aug 21.","Silva BSFD","Transplant Proc","2025","2025/08/21","","","10.1016/j.transproceed.2025.08.003"
"41928827","Feasibility of autonomous medication delivery robots considering elevator utilization in high-traffic hospital environments","Lee Y, Kim SE, Kim JS, Son HG, Lee SH, Lee HJ, Jeong H, Lim JW, Park SY, Lee YJ, Kang SJ, Park C, Kim JB, Kim M, Yu JP, Tran QH, Park JS, Park IH.","Digit Health. 2026 Mar 31;12:20552076261437181. doi: 10.1177/20552076261437181. eCollection 2026 Jan-Dec.","Lee Y","Digit Health","2026","2026/04/03","PMC13039597","","10.1177/20552076261437181"
"38951869","Referrals for rheumatologic evaluation following a positive antinuclear antibody test result. A cross-sectional single center Brazilian study","Vecchia LBD, Assis CDCO, Salatiel FO, Cirino MTS, Scarpante MEV, Oliveira VM, Meneghin LP, Silva MJG, Santos VFD, Catardo NP, Nemesio IP, Paula LLRJ, Sasdelli CBG, Bacchiega ABS.","Adv Rheumatol. 2024 Jun 30;64(1):49. doi: 10.1186/s42358-024-00390-y.","Vecchia LBD","Adv Rheumatol","2024","2024/07/02","","","10.1186/s42358-024-00390-y"
"41341812","Telemedicine Gatekeeping Over 15,000 Patients from Specialist Consultation Waiting Lists: A Cost-Minimization Study","Pfeil JN, Roman R, Rados DRV, Umpierre RN, de Oliveira MG, Etges APBDS, da Silva RS, Katz N, Mattiello R, Harzheim E.","Telemed Rep. 2025 Oct 24;6(1):363-370. doi: 10.1177/26924366251388854. eCollection 2025.","Pfeil JN","Telemed Rep","2025","2025/12/04","PMC12670659","","10.1177/26924366251388854"
"35307142","Air Medical Transportation Provided by Norte Novo Regional Urgency Mobile Service: What Is the Current Scenario?","Rodrigues BC, Lemos MM, Gonçalves MR, Labbado JA, Bitencourt MR, Lemos MAS, Luziardi EM, Camargo M, Henrique Iora P, Bitencourt MR.","Air Med J. 2022 Mar-Apr;41(2):190-195. doi: 10.1016/j.amj.2021.12.001. Epub 2021 Dec 30.","Rodrigues BC","Air Med J","2022","2022/03/21","","","10.1016/j.amj.2021.12.001"
"40161026","A physical activity and socioemotional intervention for residents of a large vulnerable community in Brazil during the COVID-19 pandemic: a randomized controlled study","Torres-Cruz M, Moura-Alves M, Lima RP, King R, Dos Santos CA, Almeida TDS, Callamari FB, Kolchraiber FC, Marega M, Atalla MH, Amaro E, Sato JR, Kozasa EH.","Front Public Health. 2025 Mar 14;13:1463401. doi: 10.3389/fpubh.2025.1463401. eCollection 2025.","Torres-Cruz M","Front Public Health","2025","2025/03/31","PMC11951185","","10.3389/fpubh.2025.1463401"
"41719566","Thoracic Surgery - notes for its history in Brazil (Part II): Lung transplantation","Normando R, Normando JP.","Port J Card Thorac Vasc Surg. 2026 Feb 17;32(4):13-17. doi: 10.48729/pjctvs.600.","Normando R","Port J Card Thorac Vasc Surg","2026","2026/02/20","","","10.48729/pjctvs.600"
"39042937","Determinants of clinic absenteeism in a chemotherapy service of a cancer center located at Rio de Janeiro, Brazil","Serra-Campos AO, Soares FDS, Barreto EDG, Magliano EDS.","J Oncol Pharm Pract. 2025 Sep;31(6):871-877. doi: 10.1177/10781552241264288. Epub 2024 Jul 23.","Serra-Campos AO","J Oncol Pharm Pract","2025","2024/07/23","","","10.1177/10781552241264288"
"41790972","Kidney Paired Donation (KPD) in Brazil: first 3-way case report","Bastos J, Souza GS, Sousa ML, Almeida PBG, Freesz T, Machado DJB, David-Neto E, Ferreira GF.","J Bras Nefrol. 2026 Jan-Mar;48(1):e20250177. doi: 10.1590/2175-8239-JBN-2025-0177en.","Bastos J","J Bras Nefrol","2026","2026/03/06","PMC12965706","","10.1590/2175-8239-JBN-2025-0177en"
"39986873","Risk of crashes among self-employed truck drivers: Prevalence evaluation using fatigue data and machine learning prediction models","Duarte Soliani R, Vinicius Brito Lopes A, Santiago F, da Silva LB, Emekwuru N, Carolina Lorena A.","J Safety Res. 2025 Feb;92:68-80. doi: 10.1016/j.jsr.2024.11.002. Epub 2024 Nov 16.","Duarte Soliani R","J Safety Res","2025","2025/02/22","","","10.1016/j.jsr.2024.11.002"
"34863218","Determinants of timely access to Specialized Mental Health Services and maintenance of a link with primary care: a cross-sectional study","Dos Santos Treichel CA, Bakolis I, Onocko-Campos RT.","Int J Ment Health Syst. 2021 Dec 4;15(1):84. doi: 10.1186/s13033-021-00507-6.","Dos Santos Treichel CA","Int J Ment Health Syst","2021","2021/12/05","PMC8645081","","10.1186/s13033-021-00507-6"
"34448710","The Effectiveness of a Web-Based Self-Help Program to Reduce Alcohol Use Among Adults With Drinking Patterns Considered Harmful, Hazardous, or Suggestive of Dependence in Four Low- and Middle-Income Countries: Randomized Controlled Trial","Schaub MP, Tiburcio M, Martínez-Vélez N, Ambekar A, Bhad R, Wenger A, Baumgartner C, Padruchny D, Osipchik S, Poznyak V, Rekve D, Landi Moraes F, Monezi Andrade AL, Oliveira Souza-Formigoni ML; WHO E-Health Project On Alcohol And Health Investigators Group.","J Med Internet Res. 2021 Aug 27;23(8):e21686. doi: 10.2196/21686.","Schaub MP","J Med Internet Res","2021","2021/08/27","PMC8433861","","10.2196/21686"
"34133642","Medical care in clinical genetics: an experience of decentralization in southern Brazil","Meneghini KFD, Karam SM, Madruga VFP, Ungaretti ASS, Pinguello EC, Severo R.","Einstein (Sao Paulo). 2021 Jun 11;19:eAO5708. doi: 10.31744/einstein_journal/2021AO5708. eCollection 2021.","Meneghini KFD","Einstein (Sao Paulo)","2021","2021/06/16","PMC8225263","","10.31744/einstein_journal/2021AO5708"
"34586206","Impact of COVID-19 on the number of transplants performed in Brazil during the pandemic. Current situation","Ribeiro Junior MAF, Costa CTK, Néder PR, Aveiro IA, Elias YGB, Augusto SS.","Rev Col Bras Cir. 2021 Sep 24;48:e20213042. doi: 10.1590/0100-6991e-20213042. eCollection 2021.","Ribeiro Junior MAF","Rev Col Bras Cir","2021","2021/09/29","PMC10683411","","10.1590/0100-6991e-20213042"
"42179810","Outcomes of Kidney Transplants From Standard Criteria Donors With Diabetes: A Propensity Score-Matched Study","Pepato PH, Colella M, Foresto RD, Tedesco-Silva H, Pestana JM, Requião-Moura L.","Kidney Med. 2026 Apr 16;8(6):101367. doi: 10.1016/j.xkme.2026.101367. eCollection 2026 Jun.","Pepato PH","Kidney Med","2026","2026/05/25","PMC13195603","","10.1016/j.xkme.2026.101367"
"42048947","Evaluating the treatment of patients with paroxysmal nocturnal hemoglobinuria in Brazil: disparities in access and treatment persistence","Cançado RD, de Melo Campos P, Kashiura D, Thies F, Ferreira E, de Almeida ABM, Leonel LP, Cortez LV, Melo N, Fedozzi F, Bigoni A.","Hematol Transfus Cell Ther. 2026 Apr 27;48(3):106459. doi: 10.1016/j.htct.2026.106459. Online ahead of print.","Cançado RD","Hematol Transfus Cell Ther","2026","2026/04/28","PMC13138157","","10.1016/j.htct.2026.106459"
"40765616","Industry sponsorship bias in randomized controlled trials of digital cognitive behavioral therapy for insomnia: a meta-research study based on the 2023 Brazilian guidelines on the diagnosis and treatment of insomnia in adults","Kakazu VA, Assis M, Bacelar A, Bezerra AG, Ciutti GLR, Conway SG, Galduróz JCF, Drager LF, Khoury MP, Leite IPA, Luciano YM, Poyares D, Tufik S, Pires GN.","Front Neurol. 2025 Jul 22;16:1600767. doi: 10.3389/fneur.2025.1600767. eCollection 2025.","Kakazu VA","Front Neurol","2025","2025/08/06","PMC12323712","","10.3389/fneur.2025.1600767"
"40616732","Home blood pressure measurement in companion animals: underestimated or unknown?","de Sousa FG, Queiroz FSF, Beier SL.","Vet Res Commun. 2025 Jul 5;49(5):247. doi: 10.1007/s11259-025-10812-x.","de Sousa FG","Vet Res Commun","2025","2025/07/05","","","10.1007/s11259-025-10812-x"
"41350869","Whole-body electrical stimulation in patients undergoing lung transplantation in Southern Brazil: study protocol of a single-center randomized controlled trial","Garlet AB, Plentz RDM, Righi NC, Schardong J.","Trials. 2025 Dec 5;27(1):23. doi: 10.1186/s13063-025-09177-y.","Garlet AB","Trials","2025","2025/12/05","PMC12797925","","10.1186/s13063-025-09177-y"
"38917103","Study protocol for the development and validation of a questionnaire evaluating predisposition to immunosuppressant medication non-adherence of kidney pre-transplant patients. The KATITA project","de Medeiros Oliveira LCL, Martins RR, Oliveira AG.","PLoS One. 2024 Jun 25;19(6):e0305953. doi: 10.1371/journal.pone.0305953. eCollection 2024.","de Medeiros Oliveira LCL","PLoS One","2024","2024/06/25","PMC11198767","","10.1371/journal.pone.0305953"
"40747576","Diagnostic accuracy of nurse‑performed lung ultrasound for pulmonary congestion in acute kidney injury: An exploratory study","Barbeiro BG, do Prado PR, Santos VB, Menegueti MG, Boling B, Gimenes FRE.","Int J Nurs Knowl. 2025 Aug 1. doi: 10.1111/2047-3095.70018. Online ahead of print.","Barbeiro BG","Int J Nurs Knowl","2025","2025/08/01","","","10.1111/2047-3095.70018"
"42034455","Clinical Profile of Patients With Hepatocellular Carcinoma Referred for Transarterial Chemoembolization at a Tertiary Center","de Araujo BP, Vaz JGO, Bento APN, Valente MSVS, Aguilar JMH, Marchetto G, Pessotto LGV, de Macedo PRA, Moisés CB, Teramoto FD, Foratto A, Garcia A, Meneses CJ, Boin IFSF, Perales SR, de Ataíde EC.","Transplant Proc. 2026 Apr 24:S0041-1345(26)00150-8. doi: 10.1016/j.transproceed.2026.03.003. Online ahead of print.","de Araujo BP","Transplant Proc","2026","2026/04/25","","","10.1016/j.transproceed.2026.03.003"
"41436832","Assessing São Paulo's public transport efficiency and coverage through data-driven modeling of autonomous vehicle and vehicle-as-a-service integration","Antonio LHL, Terenciani SJC, Eler DM, Filho GPR, Junior LAP, De Grande RE, Meneguette RI.","Sci Rep. 2025 Dec 23;16(1):2969. doi: 10.1038/s41598-025-32807-z.","Antonio LHL","Sci Rep","2025","2025/12/23","PMC12827240","","10.1038/s41598-025-32807-z"
"42157349","Clinical routines and structural resources for performing transoesophageal echocardiography on German stroke units","Mirkov D, Qabalan A, Ringleb PA, Schwab S, Haeusler KG, Jenetzky E, Rizos T.","Neurol Res Pract. 2026 May 19;8(1):41. doi: 10.1186/s42466-026-00500-9.","Mirkov D","Neurol Res Pract","2026","2026/05/20","PMC13188604","","10.1186/s42466-026-00500-9"
"34802649","Forensic laboratory backlog: The impact of inconclusive results of marijuana analysis and the implication on analytical routine","Belchior de Andrade AF, Barros Salum L, Ferrari Júnior E.","Sci Justice. 2021 Nov;61(6):755-760. doi: 10.1016/j.scijus.2021.09.005. Epub 2021 Sep 30.","Belchior de Andrade AF","Sci Justice","2021","2021/11/22","","","10.1016/j.scijus.2021.09.005"
"41543297","A Pilot Randomised Controlled Trial of Acceptance and Commitment Therapy Group Intervention for Family Caregivers of People with Dementia in Brazil","Ferreira MG, Caetano Vieira de Faria R, Kishita N, Caramelli P.","Clin Gerontol. 2026 Jan 16:1-17. doi: 10.1080/07317115.2026.2615707. Online ahead of print.","Ferreira MG","Clin Gerontol","2026","2026/01/16","","","10.1080/07317115.2026.2615707"
"34646753","Efficacy of an internet-based psychological intervention for problem gambling and gambling disorder: Study protocol for a randomized controlled trial","Diaz-Sanahuja L, Campos D, Mira A, Castilla D, García-Palacios A, Bretón-López JM.","Internet Interv. 2021 Oct 5;26:100466. doi: 10.1016/j.invent.2021.100466. eCollection 2021 Dec.","Diaz-Sanahuja L","Internet Interv","2021","2021/10/14","PMC8501496","","10.1016/j.invent.2021.100466"
