PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40299477","Telehealth Initiative to Enhance Primary Care Access in Brazil (UBS+Digital Project): Multicenter Prospective Study","Lamas CA, Santana Alves PG, Nader de Araújo L, de Souza Paes AB, Cielo AC, Maciel de Almeida Lopes L, Longo Araújo de Melo A, Yokoyama T, Pagani Savastano C, Gobi Scudeller P, Carvalho C; Digital Primary Health Unit HCFMUSP Study Group.","J Med Internet Res. 2025 Apr 29;27:e68434. doi: 10.2196/68434.","Lamas CA","J Med Internet Res","2025","2025/04/29","PMC12076026","","10.2196/68434"
"40276268","Organization of a Pediatric Scoliosis Surgery Task Force and Analysis of Clinical and Radiographic Outcomes","Bitencourt Júnior CAB, Pratali RR, Lira RCA, Morais SV, Araújo AMM, Herrero CFPDS.","Rev Bras Ortop (Sao Paulo). 2025 Apr 11;60(1):s00441800946. doi: 10.1055/s-0044-1800946. eCollection 2025 Feb.","Bitencourt Júnior CAB","Rev Bras Ortop (Sao Paulo)","2025","2025/04/25","PMC12020556","","10.1055/s-0044-1800946"
"37023010","Correlation of Ultrasound Scores with Endoscopic Activity in Crohn's Disease: A Prospective Exploratory Study","Dragoni G, Gottin M, Innocenti T, Lynch EN, Bagnoli S, Macrì G, Bonanomi AG, Orlandini B, Rogai F, Milani S, Galli A, Milla M, Biagini MR.","J Crohns Colitis. 2023 Oct 20;17(9):1387-1394. doi: 10.1093/ecco-jcc/jjad068.","Dragoni G","J Crohns Colitis","2023","2023/04/06","","","10.1093/ecco-jcc/jjad068"
"36795465","Clinic-Integrated Smartphone App (JomPrEP) to Improve Uptake of HIV Testing and Pre-exposure Prophylaxis Among Men Who Have Sex With Men in Malaysia: Mixed Methods Evaluation of Usability and Acceptability","Shrestha R, Altice FL, Khati A, Azwa I, Gautam K, Gupta S, Sullivan PS, Ni Z, Kamarulzaman A, Phiphatkunarnon P, Wickersham JA.","JMIR Mhealth Uhealth. 2023 Feb 16;11:e44468. doi: 10.2196/44468.","Shrestha R","JMIR Mhealth Uhealth","2023","2023/02/16","PMC9982718","","10.2196/44468"
"36705961","ReachCare Mobile Apps for Patients Experiencing Suicidality in the Emergency Department: Development and Usability Testing Using Mixed Methods","Larkin C, Djamasbi S, Boudreaux ED, Varzgani F, Garner R, Siddique M, Pietro J, Tulu B.","JMIR Form Res. 2023 Jan 27;7:e41422. doi: 10.2196/41422.","Larkin C","JMIR Form Res","2023","2023/01/27","PMC9919536","","10.2196/41422"
"36816294","A communication failure and repair mechanism with adjustable transmission rates for PU packets in CRNs","Zhao Y, Lu Q, Ye Z, Chen K.","Heliyon. 2023 Jan 26;9(2):e13184. doi: 10.1016/j.heliyon.2023.e13184. eCollection 2023 Feb.","Zhao Y","Heliyon","2023","2023/02/23","PMC9932363","","10.1016/j.heliyon.2023.e13184"
"42138848","Action on waiting list for Speech Therapy in the Unified Health System (SUS) in a medium-sized Brazilian municipality","Salles TMA, Santos MGPD, Moraes RG, Alpes MF, Ferreira-Vasques AT.","Codas. 2026 May 8;38(3):e20250038. doi: 10.1590/2317-1782/e20250038pt. eCollection 2026.","Salles TMA","Codas","2026","2026/05/15","PMC13193191","","10.1590/2317-1782/e20250038pt"
"36387295","Patterns of pregnancy loss among women living with and without HIV in Brazil, 2008-2018","Yang L, Cambou MC, Segura ER, De Melo MG, Santos BR, Dos Santos Varella IR, Nielsen-Saines K.","AJOG Glob Rep. 2022 Oct 17;2(4):100121. doi: 10.1016/j.xagr.2022.100121. eCollection 2022 Nov.","Yang L","AJOG Glob Rep","2022","2022/11/17","PMC9643582","","10.1016/j.xagr.2022.100121"
"39775276","Artificial intelligence applied to bed regulation in Rio Grande do Norte: Data analysis and application of machine learning on the ""RegulaRN Leitos Gerais"" platform","Barreto TO, Farias FLO, Veras NVR, Cardoso PH, Silva GJPC, Pinheiro CO, Medina MVB, Fernandes FRDS, Barbalho IMP, Cortez LR, Santos JPQD, Morais AHF, Souza GF, Machado GM, Lucena MJNR, Valentim RAM.","PLoS One. 2024 Dec 30;19(12):e0315379. doi: 10.1371/journal.pone.0315379. eCollection 2024.","Barreto TO","PLoS One","2024","2025/01/08","PMC11684685","","10.1371/journal.pone.0315379"
"37064784","Cesarean delivery and risk of HIV vertical transmission in Southern Brazil, 2008-2018","Yang L, Cambou MC, Segura ER, de Melo MG, Santos BR, Dos Santos Varella IR, Nielsen-Saines K.","AJOG Glob Rep. 2023 Mar 11;3(2):100194. doi: 10.1016/j.xagr.2023.100194. eCollection 2023 May.","Yang L","AJOG Glob Rep","2023","2023/04/17","PMC10090432","","10.1016/j.xagr.2023.100194"
"40331639","Long-term Outcomes of Primary Fistula Closure With Platelet-Rich Plasma: A Prospective Study","Reyes Díaz ML, Hinojosa Ramírez F, Olmo Santiago R, Ramallo-Solís IM, Jiménez Rodríguez RM, Pintor Tortolero J, Vázquez-Monchul JM, García Cabrera AM, de la Portilla de Juan F.","Dis Colon Rectum. 2025 Aug 1;68(8):992-1000. doi: 10.1097/DCR.0000000000003820. Epub 2025 May 7.","Reyes Díaz ML","Dis Colon Rectum","2025","2025/05/07","","","10.1097/DCR.0000000000003820"
"37493224","The Cumulative Incidence and Progression of Ileal Pouch Adenomas in Patients With Familial Adenomatous Polyposis","Lee CHA, Kalady MF, Burke CA, Ali Abbass M, Jia X, Church J.","Dis Colon Rectum. 2023 Dec 1;66(12):1532-1538. doi: 10.1097/DCR.0000000000002948. Epub 2023 Jul 26.","Lee CHA","Dis Colon Rectum","2023","2023/07/26","","","10.1097/DCR.0000000000002948"
"36514099","Experiences of using a digital tool, the D-foot, in the screening of risk factors for diabetic foot ulcers","Zügner R, Jarl G, Sundberg L, Tang UH.","J Foot Ankle Res. 2022 Dec 13;15(1):90. doi: 10.1186/s13047-022-00594-9.","Zügner R","J Foot Ankle Res","2022","2022/12/13","PMC9746139","","10.1186/s13047-022-00594-9"
"41211019","A mobile health-based alcohol reduction intervention and its usability among persons with Human Immunodeficiency Virus in Uganda","Adong J, Fatch R, Sanyu N, Katusiime A, Emenyonu NI, Muyindike WR, Hahn JA.","Mhealth. 2025 Oct 29;11:62. doi: 10.21037/mhealth-25-25. eCollection 2025.","Adong J","Mhealth","2025","2025/11/10","PMC12594019","","10.21037/mhealth-25-25"
"35687988","Infectious causes of acute encephalitis syndrome hospitalizations in Central India, 2018-20","Tandale BV, Tomar SJ, Bondre VP, Sapkal GN, Damle RG, Narang R, Qazi MS, Goteti PV, Jain M, Jain D, Guduru VK, Jain J, Gosavi RV, Sekhar VC, Study-Group IE, Pavitrakar DV, Shankarraman V, Mahamuni SA, Salunkhe A, Khude P, Deshmukh PS, Deshmukh PR, Raut AV, Niswade AK, Bansod YV, Narlawar UW, Talapalliwar M, Rathod P, Jha PK, Rao RK, Jyothi K, B PS, M PK, K J KK, Taksande A, Kumar S, Mudey G, Yelke BS, Kamble M, Tankhiwale S.","J Clin Virol. 2022 Aug;153:105194. doi: 10.1016/j.jcv.2022.105194. Epub 2022 May 28.","Tandale BV","J Clin Virol","2022","2022/06/10","","","10.1016/j.jcv.2022.105194"
"36180907","Men's perception of information and psychological distress in the diagnostic phase of prostate cancer: a comparative mixed methods study","Søndergaard MEJ, Lode K, Husebø SE, Dalen I, Kjosavik SR.","BMC Nurs. 2022 Sep 30;21(1):266. doi: 10.1186/s12912-022-01047-1.","Søndergaard MEJ","BMC Nurs","2022","2022/09/30","PMC9526317","","10.1186/s12912-022-01047-1"
"41812516","Spatiotemporal trends and regional inequities in preeclampsia and eclampsia in Brazil, 2008-2023","Nascimento CMC, Ramos-Silva A, Marcolino LA, das Neves E Silva NP, Lima EC, Carvalho FR, Lugon JR.","Pregnancy Hypertens. 2026 Mar 10;44:101447. doi: 10.1016/j.preghy.2026.101447. Online ahead of print.","Nascimento CMC","Pregnancy Hypertens","2026","2026/03/11","","","10.1016/j.preghy.2026.101447"
"38937764","The feasibility and usability of mixed reality teaching in a hospital setting based on self-reported perceptions of medical students","Johnston M, O'Mahony M, O'Brien N, Connolly M, Iohom G, Kamal M, Shehata A, Shorten G.","BMC Med Educ. 2024 Jun 27;24(1):701. doi: 10.1186/s12909-024-05591-z.","Johnston M","BMC Med Educ","2024","2024/06/27","PMC11212163","","10.1186/s12909-024-05591-z"
"39564871","Consumer and multidisciplinary clinician experiences after implementation of the Drug Burden Index intervention bundle to facilitate deprescribing in older inpatients: A mixed method study","Masnoon N, Lo S, Baysari M, Bennett A, McLachlan AJ, Blyth F, Duong M, Hilmer SN.","J Eval Clin Pract. 2025 Feb;31(1):e14220. doi: 10.1111/jep.14220.","Masnoon N","J Eval Clin Pract","2025","2024/11/20","","","10.1111/jep.14220"
"41048332","Usability evaluation of augmented reality glasses for remote support during extracorporeal membrane oxygenation","König S, Hinricher N, Backhaus C.","Comput Struct Biotechnol J. 2025 Sep 18;28:372-379. doi: 10.1016/j.csbj.2025.09.025. eCollection 2025.","König S","Comput Struct Biotechnol J","2025","2025/10/06","PMC12489931","","10.1016/j.csbj.2025.09.025"
"40862840","Treatment Disparities, Heterogeneities, and Barriers to Access for Patients with Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: A National Survey from Brazil","Resende H, Aguiar VQ, Santos NFA, Jardim JVS, Ornelas A.","Curr Oncol. 2025 Aug 19;32(8):471. doi: 10.3390/curroncol32080471.","Resende H","Curr Oncol","2025","2025/08/27","PMC12384988","","10.3390/curroncol32080471"
"35267962","Food Patterns of Hospitalized Patients with Heart Failure and Their Relationship with Demographic, Economic and Clinical Factors in Sergipe, Brazil","Costa JO, Barbosa JS, Alves LVS, de Almeida RR, Oliveira VB, Pereira LMC, de Oliveira LMSM, Rocha RMS, Dos Santos Vieira DA, Barbosa KBF, de Carvalho Costa IMNB, Aidar FJ, de Souza MFC, Oliveira JLM, Baumworcel L, Neves EB, Díaz-de-Durana AL, Almeida-Santos MA, Sousa ACS.","Nutrients. 2022 Feb 25;14(5):987. doi: 10.3390/nu14050987.","Costa JO","Nutrients","2022","2022/03/10","PMC8912487","","10.3390/nu14050987"
"42013166","Implementation of ML Flow for leprosy contacts in Brazil: Opportunities, pitfalls, and safeguards","Talhari C, Farias CDP, Miot HA, Talhari S.","PLoS Negl Trop Dis. 2026 Apr 21;20(4):e0014238. doi: 10.1371/journal.pntd.0014238. eCollection 2026 Apr.","Talhari C","PLoS Negl Trop Dis","2026","2026/04/21","PMC13098934","","10.1371/journal.pntd.0014238"
"34932679","[What do the national data say about the supply and performance of legal abortions in Brazil in 2019?]","Jacobs MG, Boing AC.","Cad Saude Publica. 2021 Dec 20;37(12):e00085321. doi: 10.1590/0102-311X00085321. eCollection 2021.","Jacobs MG","Cad Saude Publica","2021","2021/12/21","","","10.1590/0102-311X00085321"
"36382839","""Their Whole Lives Are Going To Change"": A Photo-Elicitation Study of Rectal Cancer Survivorship","Rivard SJ, Vitous CA, Bamdad MC, Varlamos C, Duby A, Suwanabol PA.","Dis Colon Rectum. 2022 Dec 1;65(12):1456-1463. doi: 10.1097/DCR.0000000000002474. Epub 2022 Nov 15.","Rivard SJ","Dis Colon Rectum","2022","2022/11/16","PMC9674372","NIHMS1829552","10.1097/DCR.0000000000002474"
"41001318","The Impact of a Specialized Team in the Management of Patients With Incisional Hernias: Experience From a Secondary Public Hospital","Sigoli Pereira TH, Volpe G, Borges M, Dos Santos JS.","Cureus. 2025 Aug 25;17(8):e90966. doi: 10.7759/cureus.90966. eCollection 2025 Aug.","Sigoli Pereira TH","Cureus","2025","2025/09/26","PMC12459867","","10.7759/cureus.90966"
"41147959","Brief Report: Availability of Substance Use Services at US HIV Care Facilities by Urbanicity","Iqbal K, Crim SM, Tie Y, Cholli P, O'Shea J, Weiser J, Dasgupta S.","J Acquir Immune Defic Syndr. 2026 Mar 1;101(3):233-240. doi: 10.1097/QAI.0000000000003789.","Iqbal K","J Acquir Immune Defic Syndr","2026","2025/10/28","","","10.1097/QAI.0000000000003789"
"42117308","Evaluation of a Brief Telepsychotherapy Service Offered in a Brazilian Capital","Pereira NAPG, Brandão PS, Cristina Ciccone Giacon B, Faria M.","Telemed J E Health. 2026 May 12:15305627261450354. doi: 10.1177/15305627261450354. Online ahead of print.","Pereira NAPG","Telemed J E Health","2026","2026/05/12","","","10.1177/15305627261450354"
"41505410","Social determinants in the delay of starting colorectal cancer treatment","Dantas AAG, Oliveira NPD, Martins LFL, de Camargo Cancela M, Torres-Roman JS, Bezerra de Souza DL.","PLoS One. 2026 Jan 8;21(1):e0338727. doi: 10.1371/journal.pone.0338727. eCollection 2026.","Dantas AAG","PLoS One","2026","2026/01/08","PMC12782427","","10.1371/journal.pone.0338727"
"41936408","A Quality Improvement Initiative to Enhance Screening and Referral for Adolescents and Young Adults With Opioid Use Disorder","Salter S, Sutter R.","J Dr Nurs Pract. 2026 Apr 4:JDNP-2025-0041.R1. doi: 10.1891/JDNP-2025-0041. Online ahead of print.","Salter S","J Dr Nurs Pract","2026","2026/04/05","","","10.1891/JDNP-2025-0041"
"41417394","Impact of a telemedicine center on reducing the carbon footprint for primary health care: a multicenter retrospective cohort study","Molina MR, Zuanazzi MVD, Araújo FAS, Oliveira CZ, Balan VO, Fernandez RS, Chiorino CDRN, Barrozo EAO, Gambardella DD, Süffert SCI.","Sao Paulo Med J. 2025 Dec 15;144(1):e20253299. doi: 10.1590/1516-3180.2025.3299.01102025. eCollection 2025.","Molina MR","Sao Paulo Med J","2025","2025/12/19","PMC12707785","","10.1590/1516-3180.2025.3299.01102025"
"37878833","Overall survival and associated factors in women with metastatic breast cancer treated with trastuzumab at a public referral institution","Gonçalves DS, Migowski A, Costa SCVD, Costa RSD, Senna KMSE, Zimmermann IR.","Rev Bras Epidemiol. 2023 Oct 20;26:e230045. doi: 10.1590/1980-549720230045. eCollection 2023.","Gonçalves DS","Rev Bras Epidemiol","2023","2023/10/25","PMC10642446","","10.1590/1980-549720230045"
"40019778","Development and Implementation of Strong Foundations, a Digitally Delivered Fall Prevention Program: Usability and Feasibility Pilot Exercise Cohort Study","Moran R, Wing D, Davey H, Barkai H, Nichols J.","JMIR Form Res. 2025 Feb 28;9:e67406. doi: 10.2196/67406.","Moran R","JMIR Form Res","2025","2025/02/28","PMC11887584","","10.2196/67406"
"36574736","2021 U.S. Virgin Islands Zika health brigade: Providing recommended pediatric health screenings for children born to mothers with laboratory evidence of possible Zika virus infection during pregnancy","de Wilde LH, Harrison CJ, Ceesay BE, Mayers CS, Ferrol-Hawley J, Canton J, Godfred-Cato S, Reynolds MR, Brown-Shuler L, Randhawa S, Schoelles D, Hillman B, Carlos MP, Ambrose T, Bitner D, Holgado S, Jones C, Lattin DJ, Mulkey SB, Nguyen A, Payne M, Prakalapakorn SG, Shue A, Ellis EM.","Birth Defects Res. 2023 Mar 15;115(5):572-577. doi: 10.1002/bdr2.2143. Epub 2022 Dec 27.","de Wilde LH","Birth Defects Res","2023","2022/12/27","PMC10947767","NIHMS1967550","10.1002/bdr2.2143"
"36259751","Cohort profile: the ESC EURObservational Research Programme Non-ST-segment elevation myocardial infraction (NSTEMI) Registry","Nadarajah R, Ludman P, Appelman Y, Brugaletta S, Budaj A, Bueno H, Huber K, Kunadian V, Leonardi S, Lettino M, Milasinovic D, Gale CP; NSTEMI Investigators.","Eur Heart J Qual Care Clin Outcomes. 2022 Dec 13;9(1):8-15. doi: 10.1093/ehjqcco/qcac067.","Nadarajah R","Eur Heart J Qual Care Clin Outcomes","2022","2022/10/19","","","10.1093/ehjqcco/qcac067"
"41928827","Feasibility of autonomous medication delivery robots considering elevator utilization in high-traffic hospital environments","Lee Y, Kim SE, Kim JS, Son HG, Lee SH, Lee HJ, Jeong H, Lim JW, Park SY, Lee YJ, Kang SJ, Park C, Kim JB, Kim M, Yu JP, Tran QH, Park JS, Park IH.","Digit Health. 2026 Mar 31;12:20552076261437181. doi: 10.1177/20552076261437181. eCollection 2026 Jan-Dec.","Lee Y","Digit Health","2026","2026/04/03","PMC13039597","","10.1177/20552076261437181"
"41675100","Evaluation of the Healthy Eating and Recovery Together (HEART) digital health intervention to support head and neck cancer caregivers and survivors","Sterba KR, Burris JL, Duan R, Toll B, Armeson K, Sithideth C, Chera B, Ruggiero K, Graboyes EM.","Mhealth. 2026 Jan 27;12:6. doi: 10.21037/mhealth-25-53. eCollection 2026.","Sterba KR","Mhealth","2026","2026/02/12","PMC12885827","","10.21037/mhealth-25-53"
"41905058","A decade of experience in refractory epilepsy surgery in the Brazilian public health system: Long-term outcomes after 175 procedures","Araujo LA, Machado FA, Martins PM, Penteado JR, Mufarrej G, Niemeyer P, D'Andrea-Meira I.","Epilepsy Res. 2026 May;223:107779. doi: 10.1016/j.eplepsyres.2026.107779. Epub 2026 Mar 21.","Araujo LA","Epilepsy Res","2026","2026/03/29","","","10.1016/j.eplepsyres.2026.107779"
"41447743","[Impact of overcrowding on the quality of care in a Pediatric Emergency Department]","de la Sen de la Cruz L, Palacios Bermejo A, Amorós Villaverde S, Escobar Castellanos M, Ferrero García-Loygorri C, Rivas García A.","J Healthc Qual Res. 2026 Mar-Apr;41(2):101174. doi: 10.1016/j.jhqr.2025.101174. Epub 2025 Dec 24.","de la Sen de la Cruz L","J Healthc Qual Res","2026","2025/12/25","","","10.1016/j.jhqr.2025.101174"
"36961948","Performance of Galectin-9 for Identification of HIV Viremia in Adults Receiving Antiretroviral Therapy in a Resource-Limited Setting","Thorman J, Björkman P, Sasinovich S, Tesfaye F, Mulleta D, Medstrand P, Reepalu A.","J Acquir Immune Defic Syndr. 2023 Jul 1;93(3):244-250. doi: 10.1097/QAI.0000000000003196.","Thorman J","J Acquir Immune Defic Syndr","2023","2023/03/24","","","10.1097/QAI.0000000000003196"
"41816771","Effects of the COVID-19 pandemic on thoracic sympathectomies performed on Brazil's Public Health System","Sorbello CCJ, Portela FSO, Alexandrino da Silva MF, Teivelis MP, Girardi GPSSM, de Campos JRM, Wolosker N.","J Vasc Bras. 2026 Feb 9;24:e20240119. doi: 10.1590/1677-5449.202401192. eCollection 2025.","Sorbello CCJ","J Vasc Bras","2026","2026/03/12","PMC12974592","","10.1590/1677-5449.202401192"
"40750072","Acceptability and Usability of a Socially Assistive Robot Integrated With a Large Language Model for Enhanced Human-Robot Interaction in a Geriatric Care Institution: Mixed Methods Evaluation","Blavette L, Dacunha S, Alameda-Pineda X, Hernández García D, Gannot S, Gras F, Gunson N, Lemaignan S, Polic M, Tandeitnik P, Tonini F, Rigaud AS, Pino M.","JMIR Hum Factors. 2025 Aug 1;12:e76496. doi: 10.2196/76496.","Blavette L","JMIR Hum Factors","2025","2025/08/01","PMC12357123","","10.2196/76496"
"41996668","Patients with chronic kidney disease stage 3b: do general practitioners and nephrologists follow KDIGO guidelines?","Macedo JG, Almeida AM, Sanders-Pinheiro H, Fabreti-Oliveira RA.","J Bras Nefrol. 2026 Jul-Sep;48(3):e20250229. doi: 10.1590/2175-8239-JBN-2025-0229en.","Macedo JG","J Bras Nefrol","2026","2026/04/17","PMC13101827","","10.1590/2175-8239-JBN-2025-0229en"
"40699048","Use of propensity score matching to reduce bias in economic evaluations in the context of Brazilian liver transplantation","Anazawa LS, Santana GO, Cunha RFRAD, Correia LR.","Einstein (Sao Paulo). 2025 Jul 18;23:eAO1329. doi: 10.31744/einstein_journal/2025AO1329. eCollection 2025.","Anazawa LS","Einstein (Sao Paulo)","2025","2025/07/23","PMC12266840","","10.31744/einstein_journal/2025AO1329"
"40069667","A retrospective evaluation of the clinical monitoring period prior to referral for glaucoma surgery with the emphasis on visual field test results","Hougaard JL, Bengtsson B.","BMC Ophthalmol. 2025 Mar 11;25(1):120. doi: 10.1186/s12886-025-03925-z.","Hougaard JL","BMC Ophthalmol","2025","2025/03/12","PMC11895331","","10.1186/s12886-025-03925-z"
"34269335","[The waiting list in times of pandemic. A reflection about its indicators.]","Núñez Díaz S, Espinilla Yagüe C, Mahtani Mahtani V, Rodríguez Delgado T, Rodríguez Orihuela C, Espinilla Peña M.","Rev Esp Salud Publica. 2021 Jul 16;95:e1-e3.","Núñez Díaz S","Rev Esp Salud Publica","2021","2021/07/16","","",""
"33481554","Suggested Patient Selection Criteria for Initial Clinical Trials of Pig Kidney Xenotransplantation in the United States","Jagdale A, Kumar V, Anderson DJ, Locke JE, Hanaway MJ, Eckhoff DE, Iwase H, Cooper DKC.","Transplantation. 2021 Sep 1;105(9):1904-1908. doi: 10.1097/TP.0000000000003632.","Jagdale A","Transplantation","2021","2021/01/22","PMC10124769","NIHMS1663971","10.1097/TP.0000000000003632"
"38412311","24-hour Urine Calcium Predicts Reduced Fracture Incidence and Improved Bone Mineral Density After Surgery for Primary Hyperparathyroidism","Nilsson M, Åkesson KE, Thier M, Nordenström E, Almquist M, Bergenfelz A.","J Clin Endocrinol Metab. 2024 Nov 18;109(12):e2273-e2282. doi: 10.1210/clinem/dgae106.","Nilsson M","J Clin Endocrinol Metab","2024","2024/02/27","PMC11570390","","10.1210/clinem/dgae106"
"38156798","Trajectories of Quality of Life After Pelvic Exenteration: A Latent Class Growth Analysis","Steffens D, Blake J, Solomon MJ, Lee P, Austin KKS, Byrne CM, Karunaratne S, Koh CE.","Dis Colon Rectum. 2024 Apr 1;67(4):531-540. doi: 10.1097/DCR.0000000000003080. Epub 2023 Dec 29.","Steffens D","Dis Colon Rectum","2024","2023/12/29","","","10.1097/DCR.0000000000003080"
"40281536","Preliminary evaluation of a gamified smartphone intervention (O2O-PEP) for enhancing HIV post-exposure prophylaxis uptake in men who have sex with men: pilot feasibility study","Cui T, Li T, Gong L, Wang K, Luo Q.","BMC Public Health. 2025 Apr 25;25(1):1539. doi: 10.1186/s12889-025-22818-w.","Cui T","BMC Public Health","2025","2025/04/25","PMC12023517","","10.1186/s12889-025-22818-w"
"39427469","Intra-abdominal heterotopic mesenteric ossification associated with intestinal volvulus in a sow (Sus scrofa domesticus)","Corbetta D, Degl'Innocenti S, Bianco C, Iveson T, Ortiz A, Anselmi C, Morey-Matamalas A.","J Comp Pathol. 2024 Nov;215:32-36. doi: 10.1016/j.jcpa.2024.09.003. Epub 2024 Oct 19.","Corbetta D","J Comp Pathol","2024","2024/10/20","","","10.1016/j.jcpa.2024.09.003"
"35043904","[Influence of self-assessment for improving access and quality in the outpatient procedures in the Dental Specialties Centers]","Filgueiras LV, Cabreira FDS, Hugo FN, Celeste RK.","Cien Saude Colet. 2022 Jan;27(1):253-261. doi: 10.1590/1413-81232022271.39622020. Epub 2020 Nov 7.","Filgueiras LV","Cien Saude Colet","2022","2022/01/19","","","10.1590/1413-81232022271.39622020"
"39709297","Trends and impact of endoscopic ultrasound utilization for suspected intraductal papillary mucinous neoplasms","Wang L, Vatsavayi P, Majumder S, Gleeson FC, Rajan E, Abu Dayyeh BK, Storm AC, Umar S, Velaga ST, Harmsen WS, Vege SS, Chandrasekhara V.","Pancreatology. 2025 May;25(3):353-358. doi: 10.1016/j.pan.2024.12.001. Epub 2024 Dec 6.","Wang L","Pancreatology","2025","2024/12/21","","","10.1016/j.pan.2024.12.001"
"36597500","Diffusion limit of a modified Erlang-B system with sensing time of secondary users","Abe K, Phung-Duc T.","Ann Oper Res. 2022 Dec 30:1-22. doi: 10.1007/s10479-022-05153-w. Online ahead of print.","Abe K","Ann Oper Res","2022","2023/01/04","PMC9801361","","10.1007/s10479-022-05153-w"
"42048906","Hospitalization costs of patients with severe acute respiratory infections due to COVID-19 in a public teaching hospital: a micro-costing approach","Pereira ACEDS, Gallo LG, Oliveira AFM, de Oliveira MRF, da Silva EM, Peixoto HM.","Braz J Infect Dis. 2026 May-Jun;30(3):105819. doi: 10.1016/j.bjid.2026.105819. Epub 2026 Apr 27.","Pereira ACEDS","Braz J Infect Dis","2026","2026/04/28","PMC13138186","","10.1016/j.bjid.2026.105819"
"34816958","[Analysis of records for women that have undergone legally authorized abortions in Porto Alegre, Rio Grande do Sul State, Brazil]","Silva MCBD, Knauth DR, Borges RB, Nunes LN, Giugliani C.","Cad Saude Publica. 2021 Nov 22;37(11):e00282920. doi: 10.1590/0102-311X00282920. eCollection 2021.","Silva MCBD","Cad Saude Publica","2021","2021/11/24","","","10.1590/0102-311X00282920"
"39899227","Socio-ecological Determinants of Detectable Viremia among Pregnant People Living with HIV in South Brazil: The Role of Stimulant Use Disorder and Homelessness","Hernandez CJ, Echegaray F, Sundar K, Yang LZ, Cambou MC, Segura ER, de Melo MG, Santos BR, Varella IRDS, Nielsen-Saines K.","AIDS Behav. 2025 Jul;29(7):2066-2076. doi: 10.1007/s10461-025-04639-5. Epub 2025 Feb 3.","Hernandez CJ","AIDS Behav","2025","2025/02/03","PMC12229775","NIHMS2070351","10.1007/s10461-025-04639-5"
"41747256","Co-Created Digital Pretherapy Psychoeducation for Outpatients in Specialized Mental Health Care: Usability Evaluation and Patient Satisfaction Study","Pedersen H, Skliarova T, Engvik LS, Mandahl A, De Las Cuevas C, Havnen A, Lara-Cabrera ML.","JMIR Hum Factors. 2026 Feb 26;13:e80130. doi: 10.2196/80130.","Pedersen H","JMIR Hum Factors","2026","2026/02/26","PMC12982959","","10.2196/80130"
"41486771","A new approach to care planning in community mental health: the 9-step Collaborative Care Pathway (CCP-9) - Paper I","Gibbons P, Higgins A, Doyle L, Van Gelderen F, Duggan M, Jackson D, Matthews PR, Daly A, Keogh B.","Ir J Psychol Med. 2026 Jan 5:1-8. doi: 10.1017/ipm.2025.10143. Online ahead of print.","Gibbons P","Ir J Psychol Med","2026","2026/01/05","","","10.1017/ipm.2025.10143"
"42160748","Development, Feasibility, Acceptability, and Usability of an Artificial Intelligence-Powered Chatbot (Suzy) to Support Patients in Substance Use Disorder Recovery: Multiphase Study","Comulada WS, Swendeman D, Ho YX, Streck JM, Lewis DM, Rezai R, Warren D, Pachas G, Chandler M, Jackson JL, Gelberg L.","JMIR Form Res. 2026 May 20;10:e84683. doi: 10.2196/84683.","Comulada WS","JMIR Form Res","2026","2026/05/20","","","10.2196/84683"
"42114928","User perspectives on the Molbio Truenat platform and tuberculosis assays for decentralised testing in Mozambique and Tanzania","Castro MDM, Khosa C, Mhalu G, Ndelwa L, Mwanyonga S, Zumba T, Elísio D, Magul K, Manganhe Y, Machiana A, Cossa M, Edom R, Hella J, Nguenha D, Ruhwald M, Leukes V, Penn-Nicholson A, Kranzer K, Denkinger CM; TB-CAPT Consortium.","BMJ Glob Health. 2026 May 11;11(5):e019902. doi: 10.1136/bmjgh-2025-019902.","Castro MDM","BMJ Glob Health","2026","2026/05/11","PMC13182370","","10.1136/bmjgh-2025-019902"
"42048947","Evaluating the treatment of patients with paroxysmal nocturnal hemoglobinuria in Brazil: disparities in access and treatment persistence","Cançado RD, de Melo Campos P, Kashiura D, Thies F, Ferreira E, de Almeida ABM, Leonel LP, Cortez LV, Melo N, Fedozzi F, Bigoni A.","Hematol Transfus Cell Ther. 2026 Apr 27;48(3):106459. doi: 10.1016/j.htct.2026.106459. Online ahead of print.","Cançado RD","Hematol Transfus Cell Ther","2026","2026/04/28","PMC13138157","","10.1016/j.htct.2026.106459"
"38701430","Addition of Platelet-Rich Plasma to Endorectal Advancement Flap Repair Does Not Enhance the Healing of Cryptoglandular Transsphincteric Fistulas","Bak MTJ, Arkenbosch JHC, Becker MAJ, Woude CJV, Vries AC, Schouten WR, Ruler OV.","Dis Colon Rectum. 2024 Aug 1;67(8):1065-1071. doi: 10.1097/DCR.0000000000003312. Epub 2024 May 3.","Bak MTJ","Dis Colon Rectum","2024","2024/05/03","PMC11250094","","10.1097/DCR.0000000000003312"
